lambda	I_scat	LDR	x_scat	x_ext	ssa	asym
9.60000000e+00	5.60641707e-02	0.00000000e+00	1.32938028e+00	3.26629410e+00	4.06999567e-01	3.22308843e-01
9.70000000e+00	5.24820727e-02	0.00000000e+00	1.20098388e+00	3.17675515e+00	3.78053650e-01	3.14171568e-01
9.80000000e+00	4.89216326e-02	0.00000000e+00	1.08275773e+00	3.09626118e+00	3.49698448e-01	3.06351492e-01
9.90000000e+00	4.42377298e-02	0.00000000e+00	9.48424659e-01	3.05065422e+00	3.10892219e-01	2.98650899e-01
1.00000000e+01	3.97371859e-02	0.00000000e+00	8.26809751e-01	3.01685342e+00	2.74063613e-01	2.91252682e-01
1.01000000e+01	3.50421501e-02	0.00000000e+00	7.10216665e-01	3.16282728e+00	2.24551201e-01	2.84526157e-01
1.02000000e+01	3.08913667e-02	0.00000000e+00	6.10673627e-01	3.31461436e+00	1.84236705e-01	2.78037096e-01
1.03000000e+01	2.71909756e-02	0.00000000e+00	5.25350191e-01	3.55228203e+00	1.47890901e-01	2.71927181e-01
1.04000000e+01	2.40045613e-02	0.00000000e+00	4.53994287e-01	3.86604154e+00	1.17431301e-01	2.66089981e-01
1.05000000e+01	2.22721380e-02	0.00000000e+00	4.13562984e-01	4.37958688e+00	9.44296790e-02	2.60888249e-01
1.06000000e+01	2.27917528e-02	0.00000000e+00	4.16682941e-01	5.07940026e+00	8.20338857e-02	2.56353710e-01
1.07000000e+01	2.64078132e-02	0.00000000e+00	4.76853436e-01	5.99381937e+00	7.95575253e-02	2.52639203e-01
1.08000000e+01	3.25952272e-02	0.00000000e+00	5.82306377e-01	6.98674047e+00	8.33444981e-02	2.49429334e-01
1.09000000e+01	4.06973964e-02	0.00000000e+00	7.19871924e-01	7.99343924e+00	9.00578465e-02	2.46516509e-01
1.10000000e+01	5.11449077e-02	0.00000000e+00	8.96723442e-01	9.08022891e+00	9.87555986e-02	2.43948752e-01
1.11000000e+01	6.20938537e-02	0.00000000e+00	1.07892809e+00	1.00246228e+01	1.07627800e-01	2.41547648e-01
1.12000000e+01	7.29068003e-02	0.00000000e+00	1.25463222e+00	1.08346015e+01	1.15798650e-01	2.39088852e-01
1.13000000e+01	8.42842111e-02	0.00000000e+00	1.43604980e+00	1.16177238e+01	1.23608533e-01	2.36551976e-01
1.14000000e+01	9.49677577e-02	0.00000000e+00	1.60097519e+00	1.22679923e+01	1.30500179e-01	2.33897831e-01
1.15000000e+01	1.04180375e-01	0.00000000e+00	1.73670815e+00	1.27326800e+01	1.36397691e-01	2.31181667e-01
1.16000000e+01	1.13826313e-01	0.00000000e+00	1.87668342e+00	1.31921349e+01	1.42257750e-01	2.28489927e-01
1.17000000e+01	1.23158052e-01	0.00000000e+00	2.00830604e+00	1.35870636e+01	1.47810160e-01	2.25814205e-01
1.18000000e+01	1.32542232e-01	0.00000000e+00	2.13807724e+00	1.39521370e+01	1.53243710e-01	2.23179681e-01
1.19000000e+01	1.42248355e-01	0.00000000e+00	2.27057109e+00	1.43122200e+01	1.58645625e-01	2.20593940e-01
1.20000000e+01	1.49680951e-01	0.00000000e+00	2.36384624e+00	1.44754230e+01	1.63300667e-01	2.18027879e-01
1.21000000e+01	1.57384085e-01	0.00000000e+00	2.46014803e+00	1.46362584e+01	1.68085856e-01	2.15549172e-01
1.22000000e+01	1.65325879e-01	0.00000000e+00	2.55897745e+00	1.47942900e+01	1.72970615e-01	2.13156279e-01
1.23000000e+01	1.71503642e-01	0.00000000e+00	2.62865863e+00	1.48212486e+01	1.77357435e-01	2.10765386e-01
1.24000000e+01	1.77879260e-01	0.00000000e+00	2.70094159e+00	1.48462556e+01	1.81927462e-01	2.08471405e-01
1.25000000e+01	1.84425957e-01	0.00000000e+00	2.77541017e+00	1.48690263e+01	1.86657157e-01	2.06271821e-01
1.26000000e+01	1.87886880e-01	0.00000000e+00	2.80131635e+00	1.47050917e+01	1.90499754e-01	2.03939875e-01
1.27000000e+01	1.91518170e-01	0.00000000e+00	2.83024344e+00	1.45399494e+01	1.94652908e-01	2.01703013e-01
1.28000000e+01	1.95303422e-01	0.00000000e+00	2.86187371e+00	1.43735442e+01	1.99107031e-01	1.99558060e-01
1.29000000e+01	1.97735453e-01	0.00000000e+00	2.87276534e+00	1.41402319e+01	2.03162534e-01	1.97327787e-01
1.30000000e+01	1.99839407e-01	0.00000000e+00	2.87912833e+00	1.38868798e+01	2.07327231e-01	1.95123559e-01
1.31000000e+01	2.01277269e-01	0.00000000e+00	2.87572299e+00	1.36081416e+01	2.11323712e-01	1.92879003e-01
1.32000000e+01	2.02030607e-01	0.00000000e+00	2.86268409e+00	1.32896199e+01	2.15407523e-01	1.90621739e-01
1.33000000e+01	2.01736461e-01	0.00000000e+00	2.83472578e+00	1.29122592e+01	2.19537552e-01	1.88301956e-01
1.34000000e+01	2.00939715e-01	0.00000000e+00	2.79973127e+00	1.25453854e+01	2.23168216e-01	1.85891068e-01
1.35000000e+01	1.99962336e-01	0.00000000e+00	2.76294263e+00	1.21838383e+01	2.26771117e-01	1.83477491e-01
1.36000000e+01	1.98647197e-01	0.00000000e+00	2.72212466e+00	1.18180512e+01	2.30336172e-01	1.81048159e-01
1.37000000e+01	1.97368925e-01	0.00000000e+00	2.68293754e+00	1.14534317e+01	2.34247481e-01	1.78670836e-01
1.38000000e+01	1.95562198e-01	0.00000000e+00	2.63707074e+00	1.10695579e+01	2.38227287e-01	1.76258966e-01
1.39000000e+01	1.93747368e-01	0.00000000e+00	2.59217898e+00	1.06842720e+01	2.42616341e-01	1.73888536e-01
1.40000000e+01	1.91111775e-01	0.00000000e+00	2.53656329e+00	1.02662789e+01	2.47077186e-01	1.71433828e-01
1.41000000e+01	1.88417682e-01	0.00000000e+00	2.48125742e+00	9.85042457e+00	2.51893449e-01	1.69000649e-01
1.42000000e+01	1.85118446e-01	0.00000000e+00	2.41849495e+00	9.43284188e+00	2.56390914e-01	1.66492469e-01
1.43000000e+01	1.81773763e-01	0.00000000e+00	2.35632854e+00	9.01863210e+00	2.61273385e-01	1.64008902e-01
1.44000000e+01	1.77014126e-01	0.00000000e+00	2.27574553e+00	8.60013128e+00	2.64617534e-01	1.61313370e-01
1.45000000e+01	1.72401314e-01	0.00000000e+00	2.19872799e+00	8.18725491e+00	2.68554970e-01	1.58679370e-01
1.46000000e+01	1.67937471e-01	0.00000000e+00	2.12516977e+00	7.78003042e+00	2.73157000e-01	1.56105215e-01
1.47000000e+01	1.63624021e-01	0.00000000e+00	2.05496376e+00	7.37847287e+00	2.78508005e-01	1.53589255e-01
1.48000000e+01	1.58784550e-01	0.00000000e+00	1.97909018e+00	7.05761503e+00	2.80419117e-01	1.51017010e-01
1.49000000e+01	1.53995233e-01	0.00000000e+00	1.90525368e+00	6.75059733e+00	2.82234828e-01	1.48496456e-01
