lambda	I_scat	LDR	x_scat	x_ext	ssa	asym
10.4000	0.0100	0.0000	2.7445	13.8916	0.1976	0.5866
10.5000	0.0111	0.0000	2.4696	15.1864	0.1626	0.5768
10.6000	0.0129	0.0000	2.4461	17.0856	0.1432	0.5683
10.7000	0.0162	0.0000	2.7371	19.6640	0.1392	0.5615
10.8000	0.0209	0.0000	3.2635	22.4851	0.1451	0.5562
10.9000	0.0268	0.0000	3.9410	25.3375	0.1555	0.5519
11.0000	0.0338	0.0000	4.7884	28.3917	0.1687	0.5486
11.1000	0.0407	0.0000	5.6496	31.0888	0.1817	0.5461
11.2000	0.0473	0.0000	6.4707	33.4329	0.1935	0.5437
11.3000	0.0545	0.0000	7.3013	35.6804	0.2046	0.5410
11.4000	0.0615	0.0000	8.0564	37.5878	0.2143	0.5381
11.5000	0.0679	0.0000	8.6981	39.0612	0.2227	0.5351
11.6000	0.0751	0.0000	9.3568	40.5242	0.2309	0.5319
11.7000	0.0825	0.0000	9.9876	41.8455	0.2387	0.5286
11.8000	0.0905	0.0000	10.6159	43.1077	0.2463	0.5252
11.9000	0.0993	0.0000	11.2582	44.3658	0.2538	0.5216
12.0000	0.1082	0.0000	12.1639	46.0509	0.2641	0.5200
12.1000	0.1169	0.0000	12.3102	46.0612	0.2673	0.5146
12.2000	0.1269	0.0000	12.8675	46.9317	0.2742	0.5110
12.3000	0.1368	0.0000	13.3341	47.5221	0.2806	0.5074
12.4000	0.1476	0.0000	13.8244	48.1341	0.2872	0.5038
12.5000	0.1592	0.0000	14.3371	48.7670	0.2940	0.5002
12.6000	0.1702	0.0000	14.6820	48.9566	0.2999	0.4965
12.7000	0.1819	0.0000	15.0536	49.1677	0.3062	0.4929
12.8000	0.1942	0.0000	15.4513	49.3999	0.3128	0.4894
12.9000	0.2066	0.0000	15.7718	49.4442	0.3190	0.4857
13.0000	0.2194	0.0000	16.0835	49.4388	0.3253	0.4821
13.1000	0.2325	0.0000	16.3554	49.3401	0.3315	0.4783
13.2000	0.2458	0.0000	16.5947	49.1260	0.3378	0.4746
13.3000	0.2590	0.0000	16.7752	48.7275	0.3443	0.4707
13.4000	0.2725	0.0000	16.9002	48.2662	0.3501	0.4665
13.5000	0.2865	0.0000	17.0064	47.7701	0.3560	0.4622
13.6000	0.3007	0.0000	17.0829	47.2094	0.3619	0.4578
13.7000	0.3153	0.0000	17.1652	46.6290	0.3681	0.4533
13.8000	0.3301	0.0000	17.2054	45.9356	0.3746	0.4486
13.9000	0.3452	0.0000	17.2463	45.2069	0.3815	0.4439
14.0000	0.3603	0.0000	17.2178	44.2990	0.3887	0.4388
14.1000	0.3758	0.0000	17.1787	43.3464	0.3963	0.4336
14.2000	0.3910	0.0000	17.0692	42.2828	0.4037	0.4280
14.3000	0.4063	0.0000	16.9479	41.1779	0.4116	0.4222
14.4000	0.4201	0.0000	16.6626	39.8713	0.4179	0.4155
14.5000	0.4337	0.0000	16.3837	38.5515	0.4250	0.4087
14.6000	0.4472	0.0000	16.1116	37.2205	0.4329	0.4019
14.7000	0.4604	0.0000	15.8467	35.8802	0.4417	0.3950
14.8000	0.4706	0.0000	15.4727	34.6625	0.4464	0.3878
14.9000	0.4797	0.0000	15.0930	33.4663	0.4510	0.3805
