lambda	I_scat	LDR	x_scat	x_ext	ssa	asym
8.90000000e+00	1.09231745e-04	0.00000000e+00	9.66642623e-04	2.54769235e-02	3.79418898e-02	2.22212097e-02
9.00000000e+00	1.01333913e-04	0.00000000e+00	8.95580681e-04	2.53022702e-02	3.53952699e-02	2.16887190e-02
9.10000000e+00	9.38417741e-05	0.00000000e+00	8.28317012e-04	2.51928648e-02	3.28790321e-02	2.11720926e-02
9.20000000e+00	8.65362571e-05	0.00000000e+00	7.62892640e-04	2.52336208e-02	3.02331816e-02	2.06677528e-02
9.30000000e+00	7.95518954e-05	0.00000000e+00	7.00480623e-04	2.53876739e-02	2.75913668e-02	2.01769667e-02
9.40000000e+00	7.28005046e-05	0.00000000e+00	6.40285798e-04	2.56998063e-02	2.49140321e-02	1.96978653e-02
9.50000000e+00	6.65709473e-05	0.00000000e+00	5.84837086e-04	2.60123167e-02	2.24830834e-02	1.92345539e-02
9.60000000e+00	6.01892115e-05	0.00000000e+00	5.28185929e-04	2.66334877e-02	1.98316470e-02	1.87756702e-02
9.70000000e+00	5.41559159e-05	0.00000000e+00	4.74728467e-04	2.73484293e-02	1.73585276e-02	1.83285524e-02
9.80000000e+00	4.86433688e-05	0.00000000e+00	4.25960741e-04	2.80590372e-02	1.51808751e-02	1.78960386e-02
9.90000000e+00	4.26109933e-05	0.00000000e+00	3.72745362e-04	2.95851680e-02	1.25990619e-02	1.74571431e-02
1.00000000e+01	3.71643219e-05	0.00000000e+00	3.24769982e-04	3.11349140e-02	1.04310544e-02	1.70319842e-02
1.01000000e+01	3.21560456e-05	0.00000000e+00	2.80721331e-04	3.54035613e-02	7.92918342e-03	1.66079251e-02
1.02000000e+01	2.78495032e-05	0.00000000e+00	2.42888859e-04	3.96404336e-02	6.12730076e-03	1.61977413e-02
1.03000000e+01	2.42072037e-05	0.00000000e+00	2.10921221e-04	4.51878807e-02	4.66765021e-03	1.57940748e-02
1.04000000e+01	2.12055097e-05	0.00000000e+00	1.84592791e-04	5.20222305e-02	3.54834441e-03	1.53930025e-02
1.05000000e+01	1.96989165e-05	0.00000000e+00	1.71319071e-04	6.20596153e-02	2.76055644e-03	1.49974859e-02
1.06000000e+01	2.03182573e-05	0.00000000e+00	1.76547517e-04	7.50921884e-02	2.35107700e-03	1.46172333e-02
1.07000000e+01	2.38651833e-05	0.00000000e+00	2.07192352e-04	9.15584972e-02	2.26295056e-03	1.42624256e-02
1.08000000e+01	2.98394732e-05	0.00000000e+00	2.58857548e-04	1.09193403e-01	2.37063358e-03	1.39395874e-02
1.09000000e+01	3.76191163e-05	0.00000000e+00	3.26109986e-04	1.26853902e-01	2.57075249e-03	1.36465197e-02
1.10000000e+01	4.77072391e-05	0.00000000e+00	4.13280027e-04	1.45657089e-01	2.83734921e-03	1.33759283e-02
1.11000000e+01	5.78077370e-05	0.00000000e+00	5.00485876e-04	1.60807650e-01	3.11232628e-03	1.31542548e-02
1.12000000e+01	6.72251272e-05	0.00000000e+00	5.81711036e-04	1.72794434e-01	3.36649175e-03	1.29596720e-02
1.13000000e+01	7.68471164e-05	0.00000000e+00	6.64629169e-04	1.84041795e-01	3.61129476e-03	1.27706705e-02
1.14000000e+01	8.51344835e-05	0.00000000e+00	7.35953180e-04	1.92362001e-01	3.82587610e-03	1.25990582e-02
1.15000000e+01	9.11422482e-05	0.00000000e+00	7.87556205e-04	1.96600207e-01	4.00587679e-03	1.24533735e-02
1.16000000e+01	9.71804328e-05	0.00000000e+00	8.39389043e-04	2.00525355e-01	4.18594966e-03	1.23120710e-02
1.17000000e+01	1.02400196e-04	0.00000000e+00	8.84136064e-04	2.02973492e-01	4.35591887e-03	1.21816135e-02
1.18000000e+01	1.07249521e-04	0.00000000e+00	9.25668324e-04	2.04667910e-01	4.52278192e-03	1.20582929e-02
1.19000000e+01	1.12046194e-04	0.00000000e+00	9.66727500e-04	2.06124951e-01	4.69000719e-03	1.19391533e-02
1.20000000e+01	1.14143985e-04	0.00000000e+00	9.84528026e-04	2.03868104e-01	4.82924012e-03	1.18417825e-02
1.21000000e+01	1.16275392e-04	0.00000000e+00	1.00261896e-03	2.01549247e-01	4.97456069e-03	1.17484337e-02
1.22000000e+01	1.18415879e-04	0.00000000e+00	1.02078872e-03	1.99175563e-01	5.12507007e-03	1.16589423e-02
1.23000000e+01	1.18838178e-04	0.00000000e+00	1.02416386e-03	1.94829947e-01	5.25670655e-03	1.15783042e-02
1.24000000e+01	1.19347242e-04	0.00000000e+00	1.02829462e-03	1.90543851e-01	5.39662977e-03	1.15010113e-02
1.25000000e+01	1.19921729e-04	0.00000000e+00	1.03299631e-03	1.86320103e-01	5.54420214e-03	1.14269245e-02
1.26000000e+01	1.18160221e-04	0.00000000e+00	1.01758590e-03	1.79911903e-01	5.65602321e-03	1.13539004e-02
1.27000000e+01	1.16610949e-04	0.00000000e+00	1.00401713e-03	1.73681476e-01	5.78079571e-03	1.12832726e-02
1.28000000e+01	1.15249191e-04	0.00000000e+00	9.92075381e-04	1.67625385e-01	5.91840776e-03	1.12149467e-02
1.29000000e+01	1.13151257e-04	0.00000000e+00	9.73796147e-04	1.61223632e-01	6.04003354e-03	1.11414119e-02
1.30000000e+01	1.10992711e-04	0.00000000e+00	9.55004561e-04	1.54873303e-01	6.16636013e-03	1.10672225e-02
1.31000000e+01	1.08623914e-04	0.00000000e+00	9.34406433e-04	1.48645881e-01	6.28612397e-03	1.09884482e-02
1.32000000e+01	1.06002020e-04	0.00000000e+00	9.11640380e-04	1.42244890e-01	6.40894994e-03	1.09081261e-02
1.33000000e+01	1.02947472e-04	0.00000000e+00	8.85160856e-04	1.35503755e-01	6.53237142e-03	1.08243672e-02
1.34000000e+01	9.99220065e-05	0.00000000e+00	8.58929179e-04	1.29431945e-01	6.63614518e-03	1.07311401e-02
1.35000000e+01	9.70183900e-05	0.00000000e+00	8.33754214e-04	1.23718522e-01	6.73912202e-03	1.06348681e-02
1.36000000e+01	9.41374474e-05	0.00000000e+00	8.08783341e-04	1.18233719e-01	6.84054723e-03	1.05354941e-02
1.37000000e+01	9.14268978e-05	0.00000000e+00	7.85291959e-04	1.12889756e-01	6.95627300e-03	1.04372315e-02
1.38000000e+01	8.86185149e-05	0.00000000e+00	7.60969180e-04	1.07570134e-01	7.07416780e-03	1.03358816e-02
1.39000000e+01	8.59456004e-05	0.00000000e+00	7.37824370e-04	1.02348366e-01	7.20895111e-03	1.02353652e-02
1.40000000e+01	8.30427971e-05	0.00000000e+00	7.12712374e-04	9.70297516e-02	7.34529731e-03	1.01296586e-02
1.41000000e+01	8.02609261e-05	0.00000000e+00	6.88651742e-04	9.18623619e-02	7.49656037e-03	1.00235078e-02
1.42000000e+01	7.73915286e-05	0.00000000e+00	6.63845820e-04	8.69534225e-02	7.63449903e-03	9.91104806e-03
1.43000000e+01	7.46363497e-05	0.00000000e+00	6.40033761e-04	8.21737076e-02	7.78879011e-03	9.79842204e-03
1.44000000e+01	7.15045700e-05	0.00000000e+00	6.12989234e-04	7.78114916e-02	7.87787539e-03	9.67094514e-03
1.45000000e+01	6.85501388e-05	0.00000000e+00	5.87484266e-04	7.35091163e-02	7.99199195e-03	9.54558549e-03
1.46000000e+01	6.57632502e-05	0.00000000e+00	5.63432983e-04	6.92653888e-02	8.13440872e-03	9.42229368e-03
1.47000000e+01	6.31346750e-05	0.00000000e+00	5.40754609e-04	6.50791475e-02	8.30918397e-03	9.30102016e-03
1.48000000e+01	6.05237944e-05	0.00000000e+00	5.18231047e-04	6.21189494e-02	8.34255975e-03	9.16960855e-03
1.49000000e+01	5.80236843e-05	0.00000000e+00	4.96671259e-04	5.93195623e-02	8.37280721e-03	9.03935970e-03
