lambda	I_scat	LDR	x_scat	x_ext	ssa	asym
10.0000	0.0397	0.0000	0.8268	3.0169	0.2741	0.2913
10.1000	0.0350	0.0000	0.7102	3.1628	0.2246	0.2845
10.2000	0.0309	0.0000	0.6107	3.3146	0.1842	0.2780
10.3000	0.0272	0.0000	0.5254	3.5523	0.1479	0.2719
10.4000	0.0240	0.0000	0.4540	3.8660	0.1174	0.2661
10.5000	0.0223	0.0000	0.4136	4.3796	0.0944	0.2609
10.6000	0.0228	0.0000	0.4167	5.0794	0.0820	0.2564
10.7000	0.0264	0.0000	0.4769	5.9938	0.0796	0.2526
10.8000	0.0326	0.0000	0.5823	6.9867	0.0833	0.2494
10.9000	0.0407	0.0000	0.7199	7.9934	0.0901	0.2465
11.0000	0.0511	0.0000	0.8967	9.0802	0.0988	0.2439
11.1000	0.0621	0.0000	1.0789	10.0246	0.1076	0.2415
11.2000	0.0729	0.0000	1.2546	10.8346	0.1158	0.2391
11.3000	0.0843	0.0000	1.4360	11.6177	0.1236	0.2366
11.4000	0.0950	0.0000	1.6010	12.2680	0.1305	0.2339
11.5000	0.1042	0.0000	1.7367	12.7327	0.1364	0.2312
11.6000	0.1138	0.0000	1.8767	13.1921	0.1423	0.2285
11.7000	0.1232	0.0000	2.0083	13.5871	0.1478	0.2258
11.8000	0.1325	0.0000	2.1381	13.9521	0.1532	0.2232
11.9000	0.1422	0.0000	2.2706	14.3122	0.1586	0.2206
12.0000	0.1497	0.0000	2.3638	14.4754	0.1633	0.2180
12.1000	0.1574	0.0000	2.4601	14.6363	0.1681	0.2155
12.2000	0.1653	0.0000	2.5590	14.7943	0.1730	0.2132
12.3000	0.1715	0.0000	2.6287	14.8212	0.1774	0.2108
12.4000	0.1779	0.0000	2.7009	14.8463	0.1819	0.2085
12.5000	0.1844	0.0000	2.7754	14.8690	0.1867	0.2063
12.6000	0.1879	0.0000	2.8013	14.7051	0.1905	0.2039
12.7000	0.1915	0.0000	2.8302	14.5399	0.1947	0.2017
12.8000	0.1953	0.0000	2.8619	14.3735	0.1991	0.1996
12.9000	0.1977	0.0000	2.8728	14.1402	0.2032	0.1973
13.0000	0.1998	0.0000	2.8791	13.8869	0.2073	0.1951
13.1000	0.2013	0.0000	2.8757	13.6081	0.2113	0.1929
13.2000	0.2020	0.0000	2.8627	13.2896	0.2154	0.1906
13.3000	0.2017	0.0000	2.8347	12.9123	0.2195	0.1883
13.4000	0.2009	0.0000	2.7997	12.5454	0.2232	0.1859
13.5000	0.2000	0.0000	2.7629	12.1838	0.2268	0.1835
13.6000	0.1986	0.0000	2.7221	11.8181	0.2303	0.1810
13.7000	0.1974	0.0000	2.6829	11.4534	0.2342	0.1787
13.8000	0.1956	0.0000	2.6371	11.0696	0.2382	0.1763
13.9000	0.1937	0.0000	2.5922	10.6843	0.2426	0.1739
14.0000	0.1911	0.0000	2.5366	10.2663	0.2471	0.1714
14.1000	0.1884	0.0000	2.4813	9.8504	0.2519	0.1690
14.2000	0.1851	0.0000	2.4185	9.4328	0.2564	0.1665
14.3000	0.1818	0.0000	2.3563	9.0186	0.2613	0.1640
14.4000	0.1770	0.0000	2.2757	8.6001	0.2646	0.1613
14.5000	0.1724	0.0000	2.1987	8.1873	0.2686	0.1587
14.6000	0.1679	0.0000	2.1252	7.7800	0.2732	0.1561
14.7000	0.1636	0.0000	2.0550	7.3785	0.2785	0.1536
14.8000	0.1588	0.0000	1.9791	7.0576	0.2804	0.1510
14.9000	0.1540	0.0000	1.9053	6.7506	0.2822	0.1485
